Facies,GR,ILD_log10,DeltaPHI,PHIND,PE,RELPOS,Label_Form_SH_LM
2,61.34,0.593,2.2,8.8,3.2,0.35,1
2,63.16,0.5870000000000001,2.2,9.5,3.2,0.3,1
2,67.6,0.581,2.7,10.05,3.2,0.25,1
2,72.68,0.579,3.6,10.8,3.2,0.2,1
2,76.58,0.5870000000000001,6.5,11.35,3.2,0.15,1
3,76.67,0.605,7.8,13.5,3.4,0.1,1
3,72.12,0.629,8.8,15.1,3.6,0.05,1
8,60.07,0.6559999999999999,7.7,13.75,3.9,1.0,2
8,48.91,0.6809999999999999,4.9,10.65,4.3,0.9229999999999999,2
8,39.4,0.708,5.4,7.3,4.7,0.846,2
8,33.8,0.736,1.6,7.7,4.9,0.769,2
6,34.66,0.757,1.5,7.75,4.7,0.6920000000000001,2
6,36.28,0.7659999999999999,2.6,6.4,4.8,0.615,2
6,34.45,0.753,2.9,5.75,4.5,0.5379999999999999,2
6,30.67,0.72,2.7,6.25,4.3,0.462,2
5,26.59,0.6679999999999999,4.6,6.5,4.2,0.385,2
5,23.77,0.609,5.5,6.35,4.0,0.308,2
6,25.2,0.55,4.9,6.65,3.8,0.231,2
6,29.99,0.5,5.3,7.25,3.5,0.154,2
4,37.46,0.461,6.1,8.85,3.4,0.077,2
2,47.6,0.433,7.8,11.5,3.2,1.0,1
2,57.5,0.41,9.3,14.95,3.0,0.9229999999999999,1
3,68.77,0.389,9.4,19.0,2.9,0.846,1
3,80.03,0.373,9.8,20.6,2.9,0.769,1
3,84.28,0.358,9.0,21.8,3.0,0.6920000000000001,1
3,85.4,0.34600000000000003,11.2,20.9,3.1,0.615,1
3,88.92,0.33799999999999997,12.6,19.9,3.3,0.5379999999999999,1
3,89.45,0.336,13.2,19.8,3.3,0.462,1
3,90.91,0.342,12.9,20.05,3.3,0.385,1
3,97.24,0.35600000000000004,14.2,20.1,3.4,0.308,1
3,100.16,0.382,13.0,21.7,3.5,0.231,1
3,100.42,0.42,13.8,23.0,3.5,0.154,1
3,94.18,0.46399999999999997,11.8,22.9,3.5,0.077,1
3,94.18,0.46399999999999997,11.8,22.9,3.5,0.077,1
8,81.3,0.513,8.4,20.6,3.7,1.0,2
8,64.21,0.5710000000000001,3.4,15.0,3.8,0.977,2
8,48.35,0.639,2.5,9.95,4.1,0.953,2
8,36.53,0.72,1.3,7.95,4.4,0.93,2
8,33.58,0.797,3.1,6.95,4.6,0.907,2
6,34.97,0.866,2.9,6.95,4.7,0.884,2
6,37.31,0.917,2.8,6.2,4.6,0.86,2
5,38.17,0.9440000000000001,2.7,5.35,4.7,0.8370000000000001,2
5,38.05,0.9570000000000001,2.8,4.7,4.8,0.8140000000000001,2
5,35.15,0.9570000000000001,2.1,4.15,4.8,0.7909999999999999,2
5,32.92,0.9470000000000001,1.4,3.1,4.8,0.767,2
5,30.87,0.927,0.8,2.6,4.9,0.7440000000000001,2
6,30.25,0.894,-0.4,3.3,4.9,0.721,2
6,31.22,0.846,-1.4,5.5,4.9,0.698,2
6,34.06,0.78,-1.9,7.95,4.8,0.674,2
6,35.49,0.7040000000000001,-2.8,9.8,4.8,0.6509999999999999,2
6,36.73,0.617,-3.2,10.7,4.9,0.628,2
9,37.54,0.542,-4.8,12.2,4.8,0.605,2
9,35.97,0.48,-5.7,14.35,4.7,0.581,2
9,35.91,0.433,-6.2,16.4,4.7,0.5579999999999999,2
9,36.21,0.396,-7.0,17.3,4.7,0.535,2
9,34.79,0.371,-7.1,17.45,4.6,0.512,2
9,34.92,0.358,-7.1,17.75,4.6,0.488,2
9,35.83,0.358,-6.2,17.6,4.6,0.465,2
9,35.65,0.36700000000000005,-4.9,16.65,4.6,0.442,2
9,37.74,0.375,-5.3,15.95,4.6,0.419,2
9,41.79,0.377,-5.0,14.9,4.5,0.395,2
9,46.41,0.369,-5.1,14.35,4.5,0.37200000000000005,2
9,51.44,0.35600000000000004,-6.1,14.95,4.5,0.349,2
9,54.21,0.344,-5.8,16.1,4.5,0.326,2
9,52.96,0.34,-5.3,17.45,4.6,0.302,2
9,50.39,0.34600000000000003,-4.2,18.3,4.6,0.27899999999999997,2
9,50.0,0.36,-3.7,17.55,4.6,0.256,2
9,60.82,0.384,-3.8,15.2,4.7,0.233,2
9,99.31,0.418,-3.4,11.6,4.6,0.209,2
6,166.94,0.46399999999999997,-2.5,8.25,4.6,0.18600000000000003,2
6,235.25,0.526,-0.1,5.85,4.6,0.163,2
6,285.47,0.599,3.0,4.6,4.4,0.14,2
6,305.87,0.6659999999999999,4.4,4.8,4.3,0.11599999999999999,2
6,291.37,0.703,4.9,5.05,4.2,0.09300000000000001,2
6,252.41,0.7,4.2,5.9,3.9,0.07,2
8,208.53,0.669,0.3,10.15,3.6,0.047,2
5,169.07,0.631,-0.2,15.0,3.4,0.023,2
3,136.52,0.594,2.5,17.75,3.4,1.0,1
3,108.53,0.561,6.2,20.7,3.3,0.976,1
3,89.16,0.5329999999999999,10.4,19.6,3.4,0.951,1
3,80.39,0.513,13.5,18.25,3.5,0.927,1
3,78.07,0.501,14.3,18.05,3.6,0.902,1
3,76.31,0.496,13.7,18.35,3.6,0.878,1
3,72.35,0.49700000000000005,13.2,18.6,3.7,0.8540000000000001,1
3,74.77,0.504,11.8,19.3,3.7,0.8290000000000001,1
3,75.05,0.515,11.5,19.55,3.8,0.805,1
3,71.98,0.529,10.5,19.35,3.8,0.78,1
3,71.05,0.542,10.4,17.9,3.7,0.7559999999999999,1
3,68.96,0.5489999999999999,10.7,15.75,3.7,0.732,1
2,64.84,0.5539999999999999,10.6,13.6,3.6,0.7070000000000001,1
2,65.22,0.5579999999999999,10.6,12.6,3.6,0.6829999999999999,1
2,66.6,0.565,10.8,13.5,3.5,0.659,1
2,68.59,0.574,12.4,14.6,3.5,0.634,1
2,73.44,0.585,12.6,16.7,3.5,0.61,1
2,76.76,0.595,14.4,16.7,3.4,0.585,1
2,78.76,0.603,14.2,16.6,3.4,0.561,1
2,80.33,0.607,12.5,16.15,3.6,0.537,1
2,77.14,0.613,9.8,15.7,3.7,0.512,1
2,71.91,0.621,9.5,13.95,3.7,0.488,1
2,68.44,0.631,8.8,13.0,3.8,0.46299999999999997,1
2,64.99,0.64,10.6,11.3,3.8,0.439,1
2,64.47,0.643,8.6,12.1,3.7,0.415,1
2,64.96,0.632,9.1,12.15,3.6,0.39,1
2,66.29,0.609,9.9,12.55,3.4,0.366,1
2,67.6,0.5770000000000001,10.4,12.8,3.4,0.341,1
2,67.43,0.545,8.0,15.8,3.3,0.317,1
2,68.87,0.52,5.8,19.5,3.2,0.293,1
2,73.88,0.502,6.1,21.45,3.3,0.268,1
2,77.89,0.49,6.5,23.15,3.4,0.244,1
2,83.49,0.484,6.3,23.15,3.4,0.22,1
2,87.98,0.484,9.9,21.65,3.4,0.195,1
2,86.45,0.49700000000000005,9.5,21.25,3.4,0.171,1
2,86.29,0.521,10.3,19.95,3.4,0.146,1
2,82.18,0.565,14.1,17.95,3.6,0.122,1
2,77.07,0.621,8.9,20.65,3.5,0.098,1
2,72.45,0.6890000000000001,8.5,21.65,3.8,0.073,1
2,63.1,0.753,4.9,20.55,3.8,0.049,1
2,49.23,0.8059999999999999,-1.4,15.3,3.9,0.024,1
8,37.7,0.852,0.8,9.0,4.3,1.0,2
8,26.37,0.89,2.4,6.1,4.5,0.9890000000000001,2
6,19.57,0.9159999999999999,0.6,7.0,4.5,0.978,2
6,17.32,0.9159999999999999,0.4,7.0,4.3,0.966,2
6,17.09,0.8909999999999999,0.2,6.1,4.1,0.955,2
6,19.53,0.856,-0.1,5.75,3.9,0.9440000000000001,2
6,25.62,0.826,0.7,6.25,3.7,0.9329999999999999,2
6,33.05,0.8079999999999999,2.5,7.85,3.5,0.9209999999999999,2
6,42.69,0.7959999999999999,5.2,9.9,3.4,0.91,2
6,47.37,0.7859999999999999,6.1,10.75,3.4,0.899,2
6,47.9,0.7809999999999999,6.0,9.9,3.5,0.888,2
6,45.19,0.787,4.5,8.95,3.6,0.8759999999999999,2
6,40.54,0.812,3.5,8.55,3.7,0.865,2
6,38.91,0.851,2.7,8.45,3.8,0.8540000000000001,2
6,39.62,0.898,2.2,8.1,4.1,0.843,2
6,38.84,0.9359999999999999,2.7,6.85,4.0,0.831,2
6,37.8,0.961,1.0,6.0,4.2,0.82,2
6,35.03,0.9790000000000001,0.2,5.1,4.2,0.809,2
6,33.44,0.9990000000000001,-0.3,4.95,4.1,0.7979999999999999,2
6,36.21,1.024,0.1,5.75,3.9,0.787,2
6,40.89,1.05,1.4,6.8,3.9,0.775,2
6,43.3,1.063,2.6,7.4,3.9,0.764,2
6,43.27,1.06,1.9,7.05,3.7,0.753,2
6,38.84,1.048,0.3,5.45,3.8,0.742,2
6,35.26,1.04,-1.0,4.6,4.0,0.73,2
6,31.52,1.0390000000000001,-1.0,4.4,3.9,0.7190000000000001,2
6,34.32,1.042,0.4,4.7,3.9,0.708,2
6,37.35,1.043,1.5,5.65,4.0,0.6970000000000001,2
6,39.69,1.035,2.4,6.4,4.0,0.685,2
6,43.08,1.024,2.1,7.05,3.9,0.674,2
6,46.27,1.015,1.5,7.15,3.8,0.6629999999999999,2
6,47.77,1.0090000000000001,1.0,7.4,3.8,0.652,2
6,49.96,1.008,0.3,7.45,3.9,0.64,2
6,51.09,1.008,1.3,6.65,4.0,0.629,2
6,50.21,1.0070000000000001,1.6,5.7,4.1,0.618,2
6,50.4,1.003,2.0,5.5,4.1,0.607,2
6,50.99,0.9940000000000001,3.1,5.75,4.2,0.596,2
6,49.18,0.973,3.4,6.6,4.2,0.584,2
6,48.64,0.94,4.1,6.85,4.1,0.573,2
6,47.11,0.909,3.9,7.25,4.0,0.562,2
6,48.61,0.889,2.9,7.85,3.9,0.551,2
4,55.32,0.888,3.0,8.3,3.9,0.539,2
4,60.5,0.907,4.2,9.0,3.9,0.528,2
6,69.16,0.9390000000000001,6.3,9.45,4.0,0.517,2
6,77.53,0.9790000000000001,6.6,8.0,4.2,0.506,2
6,76.88,1.022,4.3,6.15,4.4,0.494,2
9,70.4,1.064,2.4,4.0,4.4,0.483,2
9,63.2,1.101,1.4,2.4,4.3,0.47200000000000003,2
9,53.89,1.1179999999999999,-0.4,2.3,4.2,0.461,2
9,56.2,1.107,-1.2,2.7,4.2,0.449,2
6,78.23,1.074,-0.4,3.1,4.1,0.43799999999999994,2
6,112.92,1.022,-0.8,5.1,4.1,0.42700000000000005,2
6,144.15,0.963,0.4,7.7,4.1,0.41600000000000004,2
4,157.21,0.899,4.1,9.95,4.4,0.40399999999999997,2
5,152.6,0.8390000000000001,5.6,11.4,4.2,0.39299999999999996,2
4,140.93,0.792,6.1,12.25,4.1,0.382,2
4,122.45,0.7609999999999999,6.6,13.3,4.0,0.371,2
4,110.67,0.748,7.5,15.15,3.9,0.36,2
4,108.85,0.754,7.3,15.85,3.6,0.348,2
4,105.74,0.775,8.5,16.05,3.6,0.337,2
4,100.04,0.8029999999999999,9.5,16.85,3.7,0.326,2
4,92.64,0.828,9.5,16.05,3.9,0.315,2
6,80.47,0.841,6.8,12.5,4.0,0.303,2
6,66.94,0.838,4.0,8.0,4.2,0.292,2
6,54.06,0.823,1.9,5.45,4.3,0.281,2
6,47.87,0.797,0.7,4.85,4.4,0.27,2
6,49.34,0.763,2.3,4.85,4.1,0.258,2
8,59.88,0.721,3.2,7.2,3.9,0.247,2
3,63.5,0.705,4.916,12.174000000000001,3.162,1.0,1
3,80.875,0.7090000000000001,7.513999999999999,13.286,2.932,0.95,1
3,87.81299999999999,0.7,7.785,13.212,2.9530000000000003,0.9,1
3,86.75,0.685,7.547000000000001,13.547,3.42,0.85,1
3,79.438,0.669,5.912000000000001,12.252,3.324,0.8,1
2,77.5,0.6579999999999999,4.537,11.332,3.324,0.75,1
2,72.75,0.6579999999999999,3.9739999999999998,11.114,3.127,0.7,1
2,76.563,0.6709999999999999,4.98,14.745999999999999,2.818,0.65,1
2,79.625,0.6859999999999999,4.552,18.202,2.6839999999999997,0.6,1
1,74.25,0.687,3.6210000000000004,17.961,2.557,0.55,1
1,71.0,0.679,1.003,14.769,2.787,0.5,1
1,67.438,0.66,0.746,11.998,2.795,0.45,1
1,70.0,0.643,1.838,10.809000000000001,2.635,0.4,1
1,66.438,0.644,2.7439999999999998,11.025,2.6210000000000004,0.35,1
1,67.25,0.652,2.9219999999999997,11.776,2.59,0.3,1
1,71.563,0.6609999999999999,3.286,12.485,2.9,0.25,1
1,70.125,0.68,5.487,13.312000000000001,3.063,0.2,1
3,69.25,0.7340000000000001,4.784,13.527000000000001,3.01,0.1,1
3,65.625,0.77,1.439,10.182,3.2769999999999997,0.05,1
8,53.125,0.826,1.122,4.835,4.008,1.0,2
8,40.25,0.873,-1.021,5.318,4.52,0.9890000000000001,2
8,33.625,0.9059999999999999,0.046,4.788,4.375,0.978,2
8,35.063,0.951,0.086,5.285,3.943,0.9670000000000001,2
8,35.844,0.99,-0.207,5.676,3.58,0.9570000000000001,2
8,39.594,1.003,-1.041,6.2170000000000005,3.395,0.946,2
6,39.969,0.9940000000000001,-1.57,6.599,3.467,0.935,2
6,40.688,0.9840000000000001,-1.8630000000000002,6.306,3.5469999999999997,0.924,2
6,39.875,0.9390000000000001,-1.6980000000000002,5.2139999999999995,3.799,0.9129999999999999,2
6,46.813,0.857,-0.436,4.88,4.273,0.902,2
5,51.281000000000006,0.809,3.9819999999999998,9.982000000000001,3.3560000000000003,0.8909999999999999,2
5,67.188,0.7909999999999999,4.184,18.863,2.783,0.88,2
3,71.563,0.772,3.478,22.156999999999996,2.416,0.87,2
3,75.375,0.746,-0.136,20.595,2.496,0.8590000000000001,2
4,75.813,0.733,1.94,19.935,2.969,0.848,2
3,79.375,0.73,2.966,20.96,2.967,0.8370000000000001,2
3,79.438,0.7340000000000001,1.4880000000000002,19.02,3.406,0.826,2
8,64.438,0.762,-3.187,14.808,3.8360000000000003,0.815,2
8,49.438,0.7979999999999999,-2.171,11.595,4.863,0.804,2
8,41.031000000000006,0.8170000000000001,0.0,9.082,4.516,0.7929999999999999,2
8,40.906,0.836,1.127,7.466,4.168,0.7829999999999999,2
8,43.156000000000006,0.865,1.022,7.132999999999999,3.955,0.772,2
8,51.343999999999994,0.843,1.2990000000000002,6.952999999999999,3.928,0.7609999999999999,2
8,56.75,0.78,1.37,7.37,3.9530000000000003,0.75,2
8,65.5,0.722,2.225,8.225,3.93,0.7390000000000001,2
8,74.813,0.6609999999999999,3.0380000000000003,9.266,3.5860000000000003,0.728,2
6,92.18799999999999,0.613,4.283,10.511,3.299,0.7170000000000001,2
6,104.06299999999999,0.59,4.306,12.247,3.088,0.7070000000000001,2
6,103.56299999999999,0.58,3.915,12.54,3.2110000000000003,0.696,2
6,99.18799999999999,0.573,3.866,13.175,3.2319999999999998,0.685,2
6,90.375,0.595,6.422999999999999,13.792,2.9789999999999996,0.6629999999999999,2
6,82.06299999999999,0.625,6.8229999999999995,12.367,3.094,0.652,2
4,79.375,0.677,5.522,10.493,3.1039999999999996,0.6409999999999999,2
4,76.313,0.7390000000000001,4.471,10.470999999999998,3.2539999999999996,0.63,2
4,80.063,0.799,4.584,11.040999999999999,3.326,0.62,2
4,76.063,0.865,4.273,11.302999999999999,3.3930000000000002,0.609,2
4,65.25,0.9229999999999999,2.835,9.519,3.52,0.598,2
6,44.718999999999994,0.95,0.156,7.412999999999999,3.178,0.5870000000000001,2
6,36.531,0.955,-0.39799999999999996,7.087000000000001,3.221,0.5760000000000001,2
6,34.656,0.956,0.531,7.672000000000001,3.1860000000000004,0.565,2
6,45.281000000000006,0.951,2.5839999999999996,9.379,3.412,0.5539999999999999,2
6,50.063,0.951,4.121,9.892999999999999,3.484,0.5429999999999999,2
6,54.718999999999994,0.9440000000000001,6.222,10.965,3.4410000000000003,0.5329999999999999,2
5,58.5,0.935,6.938,11.909,3.5469999999999997,0.522,2
5,59.563,0.93,6.4110000000000005,10.581,3.4589999999999996,0.511,2
5,58.281000000000006,0.9179999999999999,3.905,8.302,3.83,0.5,2
6,47.875,0.925,1.999,6.058,4.281000000000001,0.489,2
6,44.156000000000006,0.937,0.353,6.581,4.652,0.478,2
6,38.875,0.9590000000000001,-0.667,6.819,4.5,0.467,2
6,39.938,1.004,-1.114,6.827000000000001,4.105,0.457,2
8,40.25,1.034,-0.248,6.547000000000001,4.093999999999999,0.446,2
8,44.218999999999994,1.038,1.1520000000000001,6.122999999999999,3.9019999999999997,0.435,2
6,40.563,1.046,1.6340000000000001,6.032,4.133,0.424,2
6,37.125,1.056,0.981,5.952000000000001,3.83,0.413,2
8,33.594,1.063,-0.38799999999999996,6.296,4.109,0.402,2
6,43.406000000000006,1.0859999999999999,-0.85,5.489,4.129,0.391,2
6,43.593999999999994,1.111,-0.8190000000000001,4.725,4.742,0.38,2
6,45.563,1.129,0.39,3.4189999999999996,4.965,0.37,2
6,43.968999999999994,1.145,0.772,3.573,4.68,0.359,2
6,47.718999999999994,1.157,1.099,3.784,4.727,0.348,2
6,46.125,1.162,1.351,4.263999999999999,4.629,0.337,2
6,43.218999999999994,1.157,1.633,5.007,5.086,0.326,2
6,38.313,1.135,1.665,5.952000000000001,4.77,0.315,2
6,40.0,1.1159999999999999,0.98,6.979,4.633,0.304,2
6,36.656,1.083,0.147,7.1770000000000005,3.898,0.293,2
6,39.063,1.041,0.221,7.25,3.8960000000000004,0.28300000000000003,2
6,39.063,1.041,0.221,7.25,3.8960000000000004,0.28300000000000003,2
6,38.375,1.0090000000000001,0.654,7.11,3.74,0.272,2
6,41.75,0.9740000000000001,1.476,7.704,4.211,0.261,2
6,43.843999999999994,0.9329999999999999,2.5660000000000003,8.566,3.8810000000000002,0.25,2
6,47.468999999999994,0.904,2.843,9.755,3.5389999999999997,0.239,2
6,48.468999999999994,0.877,3.6,10.512,3.221,0.228,2
6,45.875,0.845,4.357,10.585,3.1719999999999997,0.217,2
6,47.0,0.823,5.742000000000001,10.713,3.248,0.207,2
6,50.468999999999994,0.805,6.166,10.68,3.141,0.196,2
6,53.843999999999994,0.7879999999999999,5.791,10.078,3.162,0.185,2
6,55.313,0.787,4.743,9.369,3.0410000000000004,0.174,2
4,60.563,0.795,3.853,8.94,3.074,0.163,2
4,67.75,0.816,2.991,9.558,2.9939999999999998,0.152,2
4,72.313,0.855,3.365,10.16,3.0980000000000003,0.141,2
4,73.313,0.905,3.429,9.657,3.234,0.13,2
4,73.375,0.9520000000000001,2.949,8.037,3.74,0.12,2
4,70.063,1.008,2.2030000000000003,5.805,4.242,0.109,2
8,70.063,1.008,2.2030000000000003,5.805,4.242,0.109,2
6,64.313,1.05,1.187,3.988,4.984,0.098,2
6,60.75,1.091,1.124,3.1239999999999997,5.223,0.087,2
6,55.25,1.167,0.723,3.525,5.152,0.076,2
6,55.156000000000006,1.25,0.731,4.445,4.875,0.065,2
8,55.156000000000006,1.25,0.731,4.445,4.875,0.065,2
8,52.25,1.2990000000000002,0.7290000000000001,5.472,4.863,0.054000000000000006,2
6,57.843999999999994,1.308,0.687,6.686,4.457,0.043,2
8,61.843999999999994,1.222,0.809,6.125,4.773,0.033,2
8,70.188,1.048,2.187,7.041,3.217,0.022000000000000002,2
5,71.938,0.8640000000000001,4.158,14.152000000000001,2.467,0.011000000000000001,2
3,74.563,0.779,-0.6659999999999999,32.404,2.168,1.0,1
3,72.688,0.727,0.7929999999999999,40.027,2.037,0.958,1
3,77.438,0.705,-1.06,42.174,1.9409999999999998,0.917,1
3,80.813,0.695,-1.3090000000000002,41.299,1.8880000000000001,0.875,1
3,82.875,0.672,-2.435,42.571000000000005,1.8019999999999998,0.833,1
3,80.813,0.657,-5.069,38.223,2.248,0.792,1
3,71.75,0.6609999999999999,-3.162,27.967,3.102,0.75,1
3,64.313,0.6890000000000001,-1.192,18.282,3.488,0.708,1
2,60.563,0.818,3.299,9.982999999999999,3.3339999999999996,0.625,1
2,65.688,0.8859999999999999,2.7939999999999996,9.022,3.25,0.583,1
2,59.125,0.89,2.077,9.446,3.025,0.542,1
2,57.563,0.868,1.903,10.645999999999999,2.7089999999999996,0.5,1
2,54.156000000000006,0.821,1.138,11.020999999999999,2.9339999999999997,0.45799999999999996,1
2,60.718999999999994,0.752,3.491,12.573,2.34,0.41700000000000004,1
2,64.0,0.6940000000000001,5.212999999999999,23.546999999999997,1.9680000000000002,0.375,1
2,68.063,0.675,-1.635,38.745,1.75,0.33299999999999996,1
2,66.688,0.6459999999999999,-3.951,40.768,1.666,0.292,1
2,65.125,0.608,-9.25,33.469,2.354,0.25,1
2,61.375,0.563,-1.9140000000000001,21.104,3.387,0.20800000000000002,1
2,62.125,0.51,3.503,16.468,3.2089999999999996,0.16699999999999998,1
2,67.438,0.495,7.9,19.151,2.9019999999999997,0.125,1
2,65.313,0.52,7.18,27.683000000000003,2.648,0.083,1
5,60.218999999999994,0.545,3.448,27.605999999999998,2.6519999999999997,0.042,2
7,46.75,0.5770000000000001,-1.7369999999999999,21.854,3.076,1.0,2
8,38.688,0.618,-2.8960000000000004,11.783,3.8710000000000004,0.9690000000000001,2
8,26.546999999999997,0.657,-2.215,6.756,4.312,0.938,2
8,21.375,0.713,0.7090000000000001,3.3930000000000002,4.363,0.9059999999999999,2
8,23.234,0.8009999999999999,-0.46799999999999997,5.643,4.492,0.875,2
8,29.125,0.905,1.12,6.546,4.891,0.8440000000000001,2
8,32.938,0.996,1.335,8.821,4.641,0.813,2
8,33.094,1.023,2.804,8.231,4.363,0.7809999999999999,2
8,27.703000000000003,0.995,3.242,8.33,4.0,0.75,2
8,27.671999999999997,0.929,2.739,7.71,4.218999999999999,0.7190000000000001,2
8,28.171999999999997,0.851,1.696,7.9239999999999995,4.242,0.688,2
8,32.469,0.799,0.865,8.461,4.391,0.6559999999999999,2
6,37.656,0.7809999999999999,2.169,8.28,3.863,0.625,2
6,43.531000000000006,0.7829999999999999,4.538,8.597000000000001,3.352,0.594,2
6,51.218999999999994,0.7929999999999999,4.914,8.172,3.195,0.563,2
6,60.718999999999994,0.8009999999999999,3.895,7.726,3.359,0.531,2
6,63.031000000000006,0.8029999999999999,1.46,6.547999999999999,3.949,0.5,2
6,65.125,0.8140000000000001,0.24100000000000002,5.667999999999999,4.078,0.469,2
6,57.625,0.8420000000000001,-0.878,6.151,4.164,0.43799999999999994,2
6,60.281000000000006,0.895,-0.494,5.962000000000001,4.375,0.406,2
6,75.125,0.9690000000000001,0.257,6.14,4.477,0.375,2
8,97.31299999999999,0.995,1.975,6.0329999999999995,4.738,0.344,2
8,100.375,1.002,1.5,8.412,4.445,0.313,2
8,89.25,1.006,1.4080000000000001,9.578,4.27,0.281,2
8,72.063,0.988,2.224,10.276,4.246,0.25,2
8,72.625,0.968,3.323,9.323,4.144,0.21899999999999997,2
8,73.813,0.934,4.188,9.387,4.187,0.188,2
8,78.0,0.887,3.0380000000000003,9.266,4.144,0.156,2
8,96.81299999999999,0.825,2.094,8.55,4.578,0.125,2
8,145.75,0.755,1.651,10.849,2.908,0.094,2
3,207.125,0.7070000000000001,-0.9229999999999999,22.896,2.35,0.063,1
3,221.125,0.664,-9.69,39.427,2.043,0.031,1
3,183.375,0.61,-9.88,45.231,1.9269999999999998,1.0,1
3,124.43799999999999,0.5579999999999999,-7.337000000000001,46.692,2.15,0.917,1
3,93.43799999999999,0.516,2.6710000000000003,42.934,2.004,0.833,1
3,81.625,0.49200000000000005,6.728,44.248999999999995,1.641,0.75,1
3,78.813,0.505,2.318,48.464,1.465,0.667,1
3,74.5,0.535,-8.228,52.369,1.5130000000000001,0.583,1
3,75.563,0.5479999999999999,-16.331,46.605,1.7409999999999999,0.5,1
3,69.438,0.556,-18.252,40.175,2.8789999999999996,0.41700000000000004,1
3,63.063,0.638,5.584,32.941,2.285,0.25,1
7,67.5,0.696,-1.3730000000000002,37.75,2.102,0.16699999999999998,1
3,64.938,0.7709999999999999,-9.77,34.037,2.199,0.083,1
5,60.281000000000006,0.828,-10.539000000000001,24.016,3.8539999999999996,1.0,2
5,48.843999999999994,0.84,-3.23,16.706,4.781000000000001,0.9670000000000001,2
8,39.156,0.852,2.505,11.704,4.871,0.9329999999999999,2
8,31.453000000000003,0.872,1.34,12.82,4.742,0.9,2
8,27.031,0.883,0.9329999999999999,12.640999999999998,4.578,0.867,2
9,31.453000000000003,0.899,0.99,12.242,4.52,0.833,2
9,37.844,0.895,1.105,12.128,4.727,0.8,2
9,43.313,0.898,0.9159999999999999,12.512,4.687,0.767,2
9,41.906000000000006,0.8909999999999999,0.7929999999999999,13.074000000000002,4.593999999999999,0.733,2
9,35.063,0.878,0.49200000000000005,13.229000000000001,4.867,0.7,2
9,32.531,0.867,-0.022000000000000002,12.376,4.93,0.667,2
9,30.906,0.85,-1.111,11.17,5.352,0.633,2
9,32.188,0.821,-1.42,9.721,4.961,0.6,2
9,34.281,0.778,-1.263,9.076,5.012,0.5670000000000001,2
9,40.844,0.7240000000000001,-0.57,8.283999999999999,4.652,0.5329999999999999,2
6,52.75,0.68,0.10800000000000001,8.388,3.912,0.5,2
6,68.125,0.62,1.744,8.656,3.065,0.467,2
6,96.06299999999999,0.504,4.265,11.75,2.76,0.433,2
7,119.43799999999999,0.38299999999999995,5.89,15.545,2.656,0.4,2
7,131.875,0.33899999999999997,6.374,19.456,2.926,0.36700000000000005,2
7,124.56299999999999,0.27699999999999997,5.916,20.939,3.053,0.33299999999999996,2
7,100.625,0.22399999999999998,5.712000000000001,21.875999999999998,3.2969999999999997,0.3,2
7,83.31299999999999,0.19399999999999998,5.443,22.291,3.3480000000000003,0.267,2
7,72.563,0.192,3.5860000000000003,20.095,3.363,0.233,2
7,93.125,0.20800000000000002,1.204,16.227,3.8569999999999998,0.2,2
7,117.75,0.237,0.16,12.095999999999998,3.9610000000000003,0.16699999999999998,2
5,131.875,0.29,1.229,11.222999999999999,3.775,0.133,2
6,124.25,0.341,3.054,11.106,3.2319999999999998,0.1,2
8,106.25,0.401,3.3960000000000004,10.764000000000001,2.9810000000000003,0.067,2
3,87.875,0.5,3.7969999999999997,9.68,3.201,0.033,1
3,74.938,0.5870000000000001,3.3139999999999996,11.139000000000001,3.215,1.0,1
3,67.625,0.633,3.947,13.485,2.94,0.929,1
2,72.313,0.645,4.261,15.173,2.699,0.857,1
2,70.5,0.653,3.445,15.842,2.647,0.7859999999999999,1
2,70.188,0.649,3.398,14.082,2.91,0.7140000000000001,1
2,66.25,0.639,3.7739999999999996,13.657,2.963,0.643,1
2,66.813,0.635,3.915,11.173,2.945,0.5710000000000001,1
2,66.875,0.617,2.883,10.252,3.205,0.5,1
2,71.438,0.624,2.114,12.681,3.123,0.429,1
2,83.68799999999999,0.6509999999999999,-0.804,26.781,2.6060000000000003,0.35700000000000004,1
2,85.0,0.6809999999999999,-3.342,36.008,2.4,0.28600000000000003,1
2,85.0,0.6809999999999999,-3.342,36.008,2.4,0.28600000000000003,1
2,79.313,0.72,-7.159,36.7,2.258,0.214,1
3,60.906000000000006,0.75,-8.424,27.272,3.275,0.14300000000000002,1
8,47.0,0.757,-4.656000000000001,18.133,3.8360000000000003,0.071,2
8,31.391,0.772,0.38799999999999996,11.868,4.023,1.0,2
6,26.578000000000003,0.81,1.2109999999999999,10.41,4.207,0.929,2
6,24.75,0.871,0.838,10.148,4.508,0.857,2
8,28.094,0.912,1.891,8.802999999999999,5.105,0.7859999999999999,2
6,34.656,0.925,1.7280000000000002,8.868,4.843999999999999,0.7140000000000001,2
7,39.969,0.9259999999999999,0.987,9.267000000000001,4.445,0.643,2
7,41.5,0.914,0.251,9.222000000000001,4.379,0.5710000000000001,2
7,33.5,0.898,0.09,8.26,4.668,0.5,2
7,32.625,0.904,2.719,4.947,5.113,0.429,2
6,36.531,0.912,2.443,3.758,4.746,0.35700000000000004,2
